year,month,adm1,lc_class,lc_name,ndvi,temp_c,soil_moisture,precip_mm
2019.0,8.0,Nordrhein-Westfalen,2,cropland,0.5565310205611529,19.66625308012615,0.24328125507647036,74.93581523291645
2019.0,8.0,Nordrhein-Westfalen,3,grassland,0.65717958505587,19.14563113567607,0.2598881384599333,78.34670826795089
2019.0,8.0,Nordrhein-Westfalen,4,other,0.5259203908166491,19.705748675514844,0.2546744125858058,75.87873322827006
2019.0,8.0,Rheinland-Pfalz,1,forest,0.7541069681713386,19.20523295429626,0.2755572719989205,62.85523354456974
2019.0,8.0,Rheinland-Pfalz,2,cropland,0.5389942560195615,19.73786906684672,0.27690439861576593,59.55324970777409
2019.0,8.0,Rheinland-Pfalz,3,grassland,0.6556042035590351,19.23106714665619,0.2756270511553616,62.809328629126824
2019.0,8.0,Rheinland-Pfalz,4,other,0.5413432494411953,20.245958186556354,0.28490954633445337,58.71983286333642
2019.0,8.0,Saarland,1,forest,0.7304301698135168,19.804136142711474,0.2508267520184021,55.8682323589107
2019.0,8.0,Saarland,2,cropland,0.5746621413016096,19.90712617119729,0.24823338861494207,56.04280998076454
2019.0,8.0,Saarland,3,grassland,0.6564887236948661,19.75806022411275,0.251547626318194,56.69486256251481
2019.0,8.0,Saarland,4,other,0.5765744808536528,20.097046138940772,0.2423400908138522,52.286545319118325
2019.0,8.0,Sachsen,1,forest,0.6806725924425656,19.787415163728284,0.28764176126002444,70.80900154351535
2019.0,8.0,Sachsen,2,cropland,0.4896361738830617,20.285346219846577,0.2836113170037589,64.53207162093639
2019.0,8.0,Sachsen,3,grassland,0.5830882675853807,19.735293555555742,0.29044968146855443,72.07362618138892
2019.0,8.0,Sachsen,4,other,0.5113001099016516,20.539822055231355,0.2730018063412791,61.83276626822058
2019.0,8.0,Sachsen-Anhalt,1,forest,0.6589751686712434,20.427478746142274,0.3018670036813626,55.791595896938205
2019.0,8.0,Sachsen-Anhalt,2,cropland,0.43764845085320075,20.662527099470264,0.2960280341951646,54.29769245873895
2019.0,8.0,Sachsen-Anhalt,3,grassland,0.5392835018244699,20.66693544056758,0.3139081669370005,52.77498799701245
2019.0,8.0,Sachsen-Anhalt,4,other,0.46499258985561587,20.763583037291472,0.297669623824907,54.556132144071746
2019.0,8.0,Schleswig-Holstein,1,forest,0.728080285463415,18.836604782993142,0.26861513466653253,77.73407298392674
2019.0,8.0,Schleswig-Holstein,2,cropland,0.6097820283703698,18.7209780866499,0.27719928207599737,78.91005316170511
2019.0,8.0,Schleswig-Holstein,3,grassland,0.7233809820912817,18.6475634095278,0.260252732153722,82.4797550901559
2019.0,8.0,Schleswig-Holstein,4,other,0.5765024400714706,18.75162214025933,0.2786215128852157,78.5920217720706
2019.0,8.0,Thueringen,1,forest,0.729628729646458,18.888268717549522,0.3054108532095785,78.73953958504403
2019.0,8.0,Thueringen,2,cropland,0.46537845047796855,19.587511840657672,0.28063549567526275,71.06641782919496
2019.0,8.0,Thueringen,3,grassland,0.6055348101803205,19.09367666321959,0.29872728232186746,76.03223799174339
2019.0,8.0,Thueringen,4,other,0.5233526160179832,19.432356401428382,0.2855532235621379,73.1942311224604
2019.0,9.0,Baden-Wuerttemberg,1,forest,0.7700079545885952,14.574090990251065,0.3362526766981677,64.26513301060554
2019.0,9.0,Baden-Wuerttemberg,2,cropland,0.5992462677277227,14.93678393003217,0.3342018639852814,58.55560578698256
2019.0,9.0,Baden-Wuerttemberg,3,grassland,0.7142571878936455,14.41281887773645,0.3540281395084856,67.02248730202788
2019.0,9.0,Baden-Wuerttemberg,4,other,0.5503250274163282,15.27178107123348,0.32557439479456773,62.33340005328496
2019.0,9.0,Bayern,1,forest,0.7457471329245244,14.013312558363806,0.32446469762575836,76.16197399481392
2019.0,9.0,Bayern,2,cropland,0.6060458328677134,14.687337122174968,0.33137243521927306,64.93422858518724
2019.0,9.0,Bayern,3,grassland,0.7179840169060367,13.844170473124313,0.34270419485281384,83.72153183867577
2019.0,9.0,Bayern,4,other,0.5591934973875866,14.406737736632252,0.33224571955546633,75.10839480992766
2019.0,9.0,Berlin,1,forest,0.6419180039717403,15.792018147594977,0.2284758256728248,66.33858179023696
2019.0,9.0,Berlin,2,cropland,0.5485980460662525,15.684027209346665,0.22842181045926233,67.09867146553022
2019.0,9.0,Berlin,3,grassland,0.5628439028561655,15.710169575185406,0.22777673986280397,66.97594190126208
2019.0,9.0,Berlin,4,other,0.48890549404344735,15.810909374833846,0.22440934084160186,66.103234713569
2019.0,9.0,Brandenburg,1,forest,0.6809622166010393,15.586806950832132,0.2669997666416914,66.49863864729967
2019.0,9.0,Brandenburg,2,cropland,0.48853135716578283,15.473842648630011,0.2736098766395297,70.44772092110011
2019.0,9.0,Brandenburg,3,grassland,0.6000791773502405,15.54415797789637,0.28908969756606406,69.43210570042294
2019.0,9.0,Brandenburg,4,other,0.5572181823154915,15.609069620093619,0.27376385036445455,66.92080582924712
2019.0,9.0,Bremen,1,forest,0.6617399983536387,14.801125738355902,0.32631956247468213,82.29451435767741
2019.0,9.0,Bremen,2,cropland,0.5685268926705078,14.87112177465558,0.30222253804124,82.44083460956739
2019.0,9.0,Bremen,3,grassland,0.6985714864727942,14.81092766724495,0.3166421788450212,82.13073160124368
2019.0,9.0,Bremen,4,other,0.49346177716775097,14.81076838752885,0.3157266496956736,83.54778911706738
2019.0,9.0,Hamburg,1,forest,0.6644485004837158,14.735336423096298,0.2587858436513721,63.921668167043286
2019.0,9.0,Hamburg,2,cropland,0.6278022347596715,14.814889435210995,0.34162912181194866,65.76527250524757
2019.0,9.0,Hamburg,3,grassland,0.6862850619499486,14.793461972416756,0.31787418965193337,65.27286768087436
2019.0,9.0,Hamburg,4,other,0.43421678676663694,14.784567724978674,0.29938742221717274,63.750442309969664
2019.0,9.0,Hessen,1,forest,0.7486354280054632,14.400474390750176,0.2601393305986648,60.86318727314498
2019.0,9.0,Hessen,2,cropland,0.5434059417532778,14.593055665449675,0.257990920106008,59.58482200594326
2019.0,9.0,Hessen,3,grassland,0.6558281243134155,14.227093125799485,0.2623174197200735,61.95133744681897
2019.0,9.0,Hessen,4,other,0.5280248812885381,15.216890405996475,0.2522422273003798,59.167674736699475
2019.0,9.0,Mecklenburg-Vorpommern,1,forest,0.7023825109631057,14.788061378115438,0.2641655300249788,80.21710859644362
2019.0,9.0,Mecklenburg-Vorpommern,2,cropland,0.5222727180700981,14.753181039415576,0.27581149261742555,79.28745922360659
2019.0,9.0,Mecklenburg-Vorpommern,3,grassland,0.6315573325821144,14.803831883878985,0.2706889927870875,79.73920971672432
2019.0,9.0,Mecklenburg-Vorpommern,4,other,0.5537550271065245,14.767662696642386,0.2781594488045784,81.89893679603
2019.0,9.0,Niedersachsen,1,forest,0.7273492026954733,14.660987806787585,0.2550799155268902,75.55358851912554
2019.0,9.0,Niedersachsen,2,cropland,0.6192800040829675,14.800586944585506,0.27196482260281035,76.43054599040958
2019.0,9.0,Niedersachsen,3,grassland,0.7063872795083314,14.764736383047556,0.3282335668426434,83.50020670886201
